cellI,cellCenter,surfNorm,body,sigma,order,intPoints,intCells
7335,(0.4452059203 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4452059203 0.01015325682 0.00065) (0.4452059203 0.01155827869 0.00065) (0.4452059203 0.01285483606 0.00065)),2(8112 8889)
7336,(0.4465057916 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4465057916 0.01015325682 0.00065) (0.4465057916 0.01155827869 0.00065) (0.4465057916 0.01285483607 0.00065)),2(8113 8890)
7337,(0.4478056628 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4478056628 0.01015325682 0.00065) (0.4478056628 0.01155827869 0.00065) (0.4478056628 0.01285483606 0.00065)),2(8114 8891)
7338,(0.4491055341 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4491055341 0.01015325682 0.00065) (0.4491055341 0.01155827869 0.00065) (0.4491055341 0.01285483606 0.00065)),2(8115 8892)
7339,(0.4504054054 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4504054054 0.01015325682 0.00065) (0.4504054054 0.01155827869 0.00065) (0.4504054054 0.01285483606 0.00065)),2(8116 8893)
7340,(0.4517052767 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4517052767 0.01015325682 0.00065) (0.4517052767 0.01155827869 0.00065) (0.4517052767 0.01285483607 0.00065)),2(8117 8894)
7341,(0.4530051481 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4530051481 0.01015325682 0.00065) (0.4530051481 0.01155827869 0.00065) (0.4530051481 0.01285483607 0.00065)),2(8118 8895)
7342,(0.4543050193 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4543050193 0.01015325682 0.00065) (0.4543050193 0.01155827869 0.00065) (0.4543050193 0.01285483607 0.00065)),2(8119 8896)
7343,(0.4556048907 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4556048907 0.01015325682 0.00065) (0.4556048907 0.01155827869 0.00065) (0.4556048907 0.01285483607 0.00065)),2(8120 8897)
7344,(0.456904762 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.456904762 0.01015325682 0.00065) (0.456904762 0.01155827869 0.00065) (0.456904762 0.01285483606 0.00065)),2(8121 8898)
7345,(0.4582046332 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4582046332 0.01015325682 0.00065) (0.4582046332 0.01155827869 0.00065) (0.4582046332 0.01285483606 0.00065)),2(8122 8899)
7346,(0.4595045046 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4595045046 0.01015325682 0.00065) (0.4595045046 0.01155827869 0.00065) (0.4595045046 0.01285483607 0.00065)),2(8123 8900)
7347,(0.4608043758 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4608043758 0.01015325682 0.00065) (0.4608043758 0.01155827869 0.00065) (0.4608043758 0.01285483607 0.00065)),2(8124 8901)
7348,(0.4621042472 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4621042472 0.01015325682 0.00065) (0.4621042472 0.01155827869 0.00065) (0.4621042472 0.01285483606 0.00065)),2(8125 8902)
7349,(0.4634041185 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4634041185 0.01015325682 0.00065) (0.4634041185 0.01155827869 0.00065) (0.4634041185 0.01285483606 0.00065)),2(8126 8903)
7350,(0.4647039897 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4647039897 0.01015325682 0.00065) (0.4647039897 0.01155827869 0.00065) (0.4647039897 0.01285483607 0.00065)),2(8127 8904)
7351,(0.4660038611 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4660038611 0.01015325682 0.00065) (0.4660038611 0.01155827869 0.00065) (0.4660038611 0.01285483607 0.00065)),2(8128 8905)
7352,(0.4673037323 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4673037323 0.01015325682 0.00065) (0.4673037323 0.01155827869 0.00065) (0.4673037323 0.01285483607 0.00065)),2(8129 8906)
7353,(0.4686036036 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4686036036 0.01015325682 0.00065) (0.4686036036 0.01155827869 0.00065) (0.4686036036 0.01285483607 0.00065)),2(8130 8907)
7354,(0.469903475 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.469903475 0.01015325682 0.00065) (0.469903475 0.01155827869 0.00065) (0.469903475 0.01285483606 0.00065)),2(8131 8908)
7355,(0.4712033462 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4712033462 0.01015325682 0.00065) (0.4712033462 0.01155827869 0.00065) (0.4712033462 0.01285483607 0.00065)),2(8132 8909)
7356,(0.4725032176 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4725032176 0.01015325682 0.00065) (0.4725032176 0.01155827869 0.00065) (0.4725032176 0.01285483606 0.00065)),2(8133 8910)
7357,(0.4738030888 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4738030888 0.01015325682 0.00065) (0.4738030888 0.01155827869 0.00065) (0.4738030888 0.01285483606 0.00065)),2(8134 8911)
7358,(0.4751029601 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4751029601 0.01015325682 0.00065) (0.4751029601 0.01155827869 0.00065) (0.4751029601 0.01285483606 0.00065)),2(8135 8912)
7359,(0.4764028314 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4764028314 0.01015325682 0.00065) (0.4764028314 0.01155827869 0.00065) (0.4764028314 0.01285483607 0.00065)),2(8136 8913)
7360,(0.4777027027 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4777027027 0.01015325682 0.00065) (0.4777027027 0.01155827869 0.00065) (0.4777027027 0.01285483606 0.00065)),2(8137 8914)
7361,(0.4790025741 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4790025741 0.01015325682 0.00065) (0.4790025741 0.01155827869 0.00065) (0.4790025741 0.01285483607 0.00065)),2(8138 8915)
7362,(0.4803024453 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4803024453 0.01015325682 0.00065) (0.4803024453 0.01155827869 0.00065) (0.4803024453 0.01285483607 0.00065)),2(8139 8916)
7363,(0.4816023166 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4816023166 0.01015325682 0.00065) (0.4816023166 0.01155827869 0.00065) (0.4816023166 0.01285483606 0.00065)),2(8140 8917)
7364,(0.482902188 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.482902188 0.01015325682 0.00065) (0.482902188 0.01155827869 0.00065) (0.482902188 0.01285483607 0.00065)),2(8141 8918)
7365,(0.4842020593 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4842020593 0.01015325682 0.00065) (0.4842020593 0.01155827869 0.00065) (0.4842020593 0.01285483606 0.00065)),2(8142 8919)
7366,(0.4855019305 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4855019305 0.01015325682 0.00065) (0.4855019305 0.01155827869 0.00065) (0.4855019305 0.01285483606 0.00065)),2(8143 8920)
7367,(0.4868018019 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4868018019 0.01015325682 0.00065) (0.4868018019 0.01155827869 0.00065) (0.4868018019 0.01285483607 0.00065)),2(8144 8921)
7368,(0.4881016731 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4881016731 0.01015325682 0.00065) (0.4881016731 0.01155827869 0.00065) (0.4881016731 0.01285483606 0.00065)),2(8145 8922)
7369,(0.4894015445 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4894015445 0.01015325682 0.00065) (0.4894015445 0.01155827869 0.00065) (0.4894015445 0.01285483606 0.00065)),2(8146 8923)
7370,(0.4907014157 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4907014157 0.01015325682 0.00065) (0.4907014157 0.01155827869 0.00065) (0.4907014157 0.01285483606 0.00065)),2(8147 8924)
7371,(0.492001287 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.492001287 0.01015325682 0.00065) (0.492001287 0.01155827869 0.00065) (0.492001287 0.01285483606 0.00065)),2(8148 8925)
7372,(0.4933011583 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4933011583 0.01015325682 0.00065) (0.4933011583 0.01155827869 0.00065) (0.4933011583 0.01285483607 0.00065)),2(8149 8926)
7373,(0.4946010296 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4946010296 0.01015325682 0.00065) (0.4946010296 0.01155827869 0.00065) (0.4946010296 0.01285483606 0.00065)),2(8150 8927)
7374,(0.495900901 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.495900901 0.01015325682 0.00065) (0.495900901 0.01155827869 0.00065) (0.495900901 0.01285483606 0.00065)),2(8151 8928)
7375,(0.4972007723 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4972007723 0.01015325682 0.00065) (0.4972007723 0.01155827869 0.00065) (0.4972007723 0.01285483606 0.00065)),2(8152 8929)
7376,(0.4985006435 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4985006435 0.01015325682 0.00065) (0.4985006435 0.01155827869 0.00065) (0.4985006435 0.01285483606 0.00065)),2(8153 8930)
7377,(0.4998005148 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.4998005148 0.01015325682 0.00065) (0.4998005148 0.01155827869 0.00065) (0.4998005148 0.01285483606 0.00065)),2(8154 8931)
7378,(0.5011003862 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5011003862 0.01015325682 0.00065) (0.5011003862 0.01155827869 0.00065) (0.5011003862 0.01285483606 0.00065)),2(8155 8932)
7379,(0.5024002574 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5024002574 0.01015325682 0.00065) (0.5024002574 0.01155827869 0.00065) (0.5024002574 0.01285483606 0.00065)),2(8156 8933)
7380,(0.5037001287 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5037001287 0.01015325682 0.00065) (0.5037001287 0.01155827869 0.00065) (0.5037001287 0.01285483606 0.00065)),2(8157 8934)
7381,(0.505 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078645e-06,2,3((0.505 0.01015325682 0.00065) (0.505 0.01155827869 0.00065) (0.505 0.01285483606 0.00065)),2(8158 8935)
7382,(0.5062998713 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5062998713 0.01015325682 0.00065) (0.5062998713 0.01155827869 0.00065) (0.5062998713 0.01285483606 0.00065)),2(8159 8936)
7383,(0.5075997426 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5075997426 0.01015325682 0.00065) (0.5075997426 0.01155827869 0.00065) (0.5075997426 0.01285483606 0.00065)),2(8160 8937)
7384,(0.5088996138 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5088996138 0.01015325682 0.00065) (0.5088996138 0.01155827869 0.00065) (0.5088996138 0.01285483606 0.00065)),2(8161 8938)
7385,(0.5101994851 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5101994851 0.01015325682 0.00065) (0.5101994851 0.01155827869 0.00065) (0.5101994851 0.01285483606 0.00065)),2(8162 8939)
7386,(0.5114993564 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5114993564 0.01015325682 0.00065) (0.5114993564 0.01155827869 0.00065) (0.5114993564 0.01285483607 0.00065)),2(8163 8940)
7387,(0.5127992277 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5127992277 0.01015325682 0.00065) (0.5127992277 0.01155827869 0.00065) (0.5127992277 0.01285483606 0.00065)),2(8164 8941)
7388,(0.5140990991 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5140990991 0.01015325682 0.00065) (0.5140990991 0.01155827869 0.00065) (0.5140990991 0.01285483606 0.00065)),2(8165 8942)
7389,(0.5153989703 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5153989703 0.01015325682 0.00065) (0.5153989703 0.01155827869 0.00065) (0.5153989703 0.01285483606 0.00065)),2(8166 8943)
7390,(0.5166988417 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5166988417 0.01015325682 0.00065) (0.5166988417 0.01155827869 0.00065) (0.5166988417 0.01285483607 0.00065)),2(8167 8944)
7391,(0.5179987129 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5179987129 0.01015325682 0.00065) (0.5179987129 0.01155827869 0.00065) (0.5179987129 0.01285483607 0.00065)),2(8168 8945)
7392,(0.5192985843 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5192985843 0.01015325682 0.00065) (0.5192985843 0.01155827869 0.00065) (0.5192985843 0.01285483606 0.00065)),2(8169 8946)
7393,(0.5205984556 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5205984556 0.01015325682 0.00065) (0.5205984556 0.01155827869 0.00065) (0.5205984556 0.01285483606 0.00065)),2(8170 8947)
7394,(0.5218983269 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5218983269 0.01015325682 0.00065) (0.5218983269 0.01155827869 0.00065) (0.5218983269 0.01285483606 0.00065)),2(8171 8948)
7395,(0.5231981982 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5231981982 0.01015325682 0.00065) (0.5231981982 0.01155827869 0.00065) (0.5231981982 0.01285483606 0.00065)),2(8172 8949)
7396,(0.5244980695 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5244980695 0.01015325682 0.00065) (0.5244980695 0.01155827869 0.00065) (0.5244980695 0.01285483607 0.00065)),2(8173 8950)
7397,(0.5257979407 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5257979407 0.01015325682 0.00065) (0.5257979407 0.01155827869 0.00065) (0.5257979407 0.01285483606 0.00065)),2(8174 8951)
7398,(0.5270978121 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5270978121 0.01015325682 0.00065) (0.5270978121 0.01155827869 0.00065) (0.5270978121 0.01285483606 0.00065)),2(8175 8952)
7399,(0.5283976833 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5283976833 0.01015325682 0.00065) (0.5283976833 0.01155827869 0.00065) (0.5283976833 0.01285483606 0.00065)),2(8176 8953)
7400,(0.5296975547 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5296975547 0.01015325682 0.00065) (0.5296975547 0.01155827869 0.00065) (0.5296975547 0.01285483606 0.00065)),2(8177 8954)
7401,(0.530997426 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.530997426 0.01015325682 0.00065) (0.530997426 0.01155827869 0.00065) (0.530997426 0.01285483607 0.00065)),2(8178 8955)
7402,(0.5322972972 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5322972972 0.01015325682 0.00065) (0.5322972972 0.01155827869 0.00065) (0.5322972972 0.01285483606 0.00065)),2(8179 8956)
7403,(0.5335971685 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5335971685 0.01015325682 0.00065) (0.5335971685 0.01155827869 0.00065) (0.5335971685 0.01285483606 0.00065)),2(8180 8957)
7404,(0.5348970399 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5348970399 0.01015325682 0.00065) (0.5348970399 0.01155827869 0.00065) (0.5348970399 0.01285483606 0.00065)),2(8181 8958)
7405,(0.5361969112 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5361969112 0.01015325682 0.00065) (0.5361969112 0.01155827869 0.00065) (0.5361969112 0.01285483607 0.00065)),2(8182 8959)
7406,(0.5374967825 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5374967825 0.01015325682 0.00065) (0.5374967825 0.01155827869 0.00065) (0.5374967825 0.01285483606 0.00065)),2(8183 8960)
7407,(0.5387966538 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5387966538 0.01015325682 0.00065) (0.5387966538 0.01155827869 0.00065) (0.5387966538 0.01285483606 0.00065)),2(8184 8961)
7408,(0.5400965251 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5400965251 0.01015325682 0.00065) (0.5400965251 0.01155827869 0.00065) (0.5400965251 0.01285483606 0.00065)),2(8185 8962)
7409,(0.5413963963 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5413963963 0.01015325682 0.00065) (0.5413963963 0.01155827869 0.00065) (0.5413963963 0.01285483606 0.00065)),2(8186 8963)
7410,(0.5426962676 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5426962676 0.01015325682 0.00065) (0.5426962676 0.01155827869 0.00065) (0.5426962676 0.01285483607 0.00065)),2(8187 8964)
7411,(0.5439961389 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5439961389 0.01015325682 0.00065) (0.5439961389 0.01155827869 0.00065) (0.5439961389 0.01285483606 0.00065)),2(8188 8965)
7412,(0.5452960102 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5452960102 0.01015325682 0.00065) (0.5452960102 0.01155827869 0.00065) (0.5452960102 0.01285483606 0.00065)),2(8189 8966)
7413,(0.5465958816 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5465958816 0.01015325682 0.00065) (0.5465958816 0.01155827869 0.00065) (0.5465958816 0.01285483606 0.00065)),2(8190 8967)
7414,(0.5478957528 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5478957528 0.01015325682 0.00065) (0.5478957528 0.01155827869 0.00065) (0.5478957528 0.01285483606 0.00065)),2(8191 8968)
7415,(0.5491956242 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5491956242 0.01015325682 0.00065) (0.5491956242 0.01155827869 0.00065) (0.5491956242 0.01285483607 0.00065)),2(8192 8969)
7416,(0.5504954954 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5504954954 0.01015325682 0.00065) (0.5504954954 0.01155827869 0.00065) (0.5504954954 0.01285483606 0.00065)),2(8193 8970)
7417,(0.5517953667 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5517953667 0.01015325682 0.00065) (0.5517953667 0.01155827869 0.00065) (0.5517953667 0.01285483606 0.00065)),2(8194 8971)
7418,(0.5530952381 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5530952381 0.01015325682 0.00065) (0.5530952381 0.01155827869 0.00065) (0.5530952381 0.01285483606 0.00065)),2(8195 8972)
7419,(0.5543951093 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5543951093 0.01015325682 0.00065) (0.5543951093 0.01155827869 0.00065) (0.5543951093 0.01285483606 0.00065)),2(8196 8973)
7420,(0.5556949806 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5556949806 0.01015325682 0.00065) (0.5556949806 0.01155827869 0.00065) (0.5556949806 0.01285483607 0.00065)),2(8197 8974)
7421,(0.5569948519 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5569948519 0.01015325682 0.00065) (0.5569948519 0.01155827869 0.00065) (0.5569948519 0.01285483606 0.00065)),2(8198 8975)
7422,(0.5582947232 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5582947232 0.01015325682 0.00065) (0.5582947232 0.01155827869 0.00065) (0.5582947232 0.01285483606 0.00065)),2(8199 8976)
7423,(0.5595945946 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5595945946 0.01015325682 0.00065) (0.5595945946 0.01155827869 0.00065) (0.5595945946 0.01285483606 0.00065)),2(8200 8977)
7424,(0.5608944658 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5608944658 0.01015325682 0.00065) (0.5608944658 0.01155827869 0.00065) (0.5608944658 0.01285483606 0.00065)),2(8201 8978)
7425,(0.5621943372 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5621943372 0.01015325682 0.00065) (0.5621943372 0.01155827869 0.00065) (0.5621943372 0.01285483607 0.00065)),2(8202 8979)
7426,(0.5634942084 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5634942084 0.01015325682 0.00065) (0.5634942084 0.01155827869 0.00065) (0.5634942084 0.01285483607 0.00065)),2(8203 8980)
7427,(0.5647940797 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5647940797 0.01015325682 0.00065) (0.5647940797 0.01155827869 0.00065) (0.5647940797 0.01285483606 0.00065)),2(8204 8981)
7428,(0.5660939511 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5660939511 0.01015325682 0.00065) (0.5660939511 0.01155827869 0.00065) (0.5660939511 0.01285483607 0.00065)),2(8205 8982)
7429,(0.5673938223 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5673938223 0.01015325682 0.00065) (0.5673938223 0.01155827869 0.00065) (0.5673938223 0.01285483606 0.00065)),2(8206 8983)
7430,(0.5686936936 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5686936936 0.01015325682 0.00065) (0.5686936936 0.01155827869 0.00065) (0.5686936936 0.01285483607 0.00065)),2(8207 8984)
7431,(0.5699935649 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5699935649 0.01015325682 0.00065) (0.5699935649 0.01155827869 0.00065) (0.5699935649 0.01285483606 0.00065)),2(8208 8985)
7432,(0.5712934362 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5712934362 0.01015325682 0.00065) (0.5712934362 0.01155827869 0.00065) (0.5712934362 0.01285483606 0.00065)),2(8209 8986)
7433,(0.5725933075 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5725933075 0.01015325682 0.00065) (0.5725933075 0.01155827869 0.00065) (0.5725933075 0.01285483606 0.00065)),2(8210 8987)
7434,(0.5738931789 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5738931789 0.01015325682 0.00065) (0.5738931789 0.01155827869 0.00065) (0.5738931789 0.01285483606 0.00065)),2(8211 8988)
7435,(0.5751930502 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5751930502 0.01015325682 0.00065) (0.5751930502 0.01155827869 0.00065) (0.5751930502 0.01285483607 0.00065)),2(8212 8989)
7436,(0.5764929214 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5764929214 0.01015325682 0.00065) (0.5764929214 0.01155827869 0.00065) (0.5764929214 0.01285483606 0.00065)),2(8213 8990)
7437,(0.5777927927 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5777927927 0.01015325682 0.00065) (0.5777927927 0.01155827869 0.00065) (0.5777927927 0.01285483606 0.00065)),2(8214 8991)
7438,(0.5790926641 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5790926641 0.01015325682 0.00065) (0.5790926641 0.01155827869 0.00065) (0.5790926641 0.01285483606 0.00065)),2(8215 8992)
7439,(0.5803925353 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5803925353 0.01015325682 0.00065) (0.5803925353 0.01155827869 0.00065) (0.5803925353 0.01285483606 0.00065)),2(8216 8993)
7440,(0.5816924066 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5816924066 0.01015325682 0.00065) (0.5816924066 0.01155827869 0.00065) (0.5816924066 0.01285483607 0.00065)),2(8217 8994)
7441,(0.5829922779 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5829922779 0.01015325682 0.00065) (0.5829922779 0.01155827869 0.00065) (0.5829922779 0.01285483606 0.00065)),2(8218 8995)
7442,(0.5842921492 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5842921492 0.01015325682 0.00065) (0.5842921492 0.01155827869 0.00065) (0.5842921492 0.01285483606 0.00065)),2(8219 8996)
7443,(0.5855920205 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5855920205 0.01015325682 0.00065) (0.5855920205 0.01155827869 0.00065) (0.5855920205 0.01285483606 0.00065)),2(8220 8997)
7444,(0.5868918918 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5868918918 0.01015325682 0.00065) (0.5868918918 0.01155827869 0.00065) (0.5868918918 0.01285483606 0.00065)),2(8221 8998)
7445,(0.5881917631 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5881917631 0.01015325682 0.00065) (0.5881917631 0.01155827869 0.00065) (0.5881917631 0.01285483607 0.00065)),2(8222 8999)
7446,(0.5894916344 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5894916344 0.01015325682 0.00065) (0.5894916344 0.01155827869 0.00065) (0.5894916344 0.01285483606 0.00065)),2(8223 9000)
7447,(0.5907915057 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5907915057 0.01015325682 0.00065) (0.5907915057 0.01155827869 0.00065) (0.5907915057 0.01285483606 0.00065)),2(8224 9001)
7448,(0.5920913771 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5920913771 0.01015325682 0.00065) (0.5920913771 0.01155827869 0.00065) (0.5920913771 0.01285483606 0.00065)),2(8225 9002)
7449,(0.5933912484 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5933912484 0.01015325682 0.00065) (0.5933912484 0.01155827869 0.00065) (0.5933912484 0.01285483607 0.00065)),2(8226 9003)
7450,(0.5946911196 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.5946911196 0.01015325682 0.00065) (0.5946911196 0.01155827869 0.00065) (0.5946911196 0.01285483606 0.00065)),2(8227 9004)
7451,(0.595990991 0.0101571019 0.00065),(0 1 0),0.4986010377,3.845078744e-06,2,3((0.595990991 0.01015325682 0.00065) (0.595990991 0.01155827869 0.00065) (0.595990991 0.01285483606 0.00065)),2(8228 9005)
